,ID,Name,lon1,lat1,lon2,lat2
31,514b5645b8c9ce364059320f4f6507d84440f00101f90179c5680000000000c00208,Rusinovo,22.6879813,41.5271255,22.8787279,41.7172641
32,5160f591a520cb3640593b0b314dc7da4440f00101f9017ac5680000000000c00208,Vladimirovo,22.637372,41.6209285,22.820878,41.7411058
33,51f3ae7ac03c84354059ede181b7f6ce4440f00101f90170e8670000000000c00208,Bistrica,21.4886999,41.573972,21.546979,41.6633305
34,51c23baf67be2d35405961d9716836874440f00101f9010a21630000000000c00208,Capari,21.1486422,41.0010616,21.20937,41.0819175
35,51e5af3500c0603540592cb1d76086864440f00101f901072a630000000000c00208,Dolno Orizari,21.3655971,41.0355028,21.409843,41.0656028
36,51a59421d802bc3540597e88b25cdbd74440f00101f90122c6670000000000c00208,Gorno Orizari,21.6769898,41.6493465,21.7538309,41.7196904
37,510eb7e809f0523540596eb2fcaf298c4440f00101f9010b2a630000000000c00208,Kukurechani,21.3097813,41.0752709,21.3896245,41.1176742
38,51af8bec9458673540590572e4dc81844440f00101f9010e2a630000000000c00208,Logovardi,21.3766477,41.011479,21.4559822,41.0550588
39,5191cc8f64fb93364059de91b1dafc934440f00101f901ea04690000000000c00208,Stojakovo,22.5206423,41.1265941,22.6458347,41.1824976
40,51bb29e5b512ea344059dee4b7e864f64440f00101f9016b31690000000000c00208,Bogovinje,20.8919978,41.9095029,20.9799829,41.9371016
41,510dda50d614ed34405947a00b34e9fb4440f00101f9016231690000000000c00208,Dolno Palchishte,20.8954436,41.9523094,20.9634318,41.9816305
42,51f415496018e7344059153b1a87faf24440f00101f901072f690000000000c00208,Gradec,20.8804123,41.8737133,20.9485037,41.9133748
43,513620425c39ed344059bb3f83f2e3f84440f00101f9016631690000000000c00207,Kamenjane,20.9023201,41.9371645,20.9751354,41.9560754
44,51c866a26362ba364059cbe660ec73b84440f00101f90163ca680000000000c00208,Bosilovo,22.7071524,41.4335859,22.759258,41.4702337
45,516efb1ef5d7cd364059adc502ba8abc4440f00101f90168ca680000000000c00208,Ilovica,22.7536458,41.454199,22.8761776,41.5433974
46,519e5dbef561cb364059f60e12fd35b84440f00101f90166ca680000000000c00208,Sekirnik,22.7820648,41.4081343,22.8174359,41.4558826
47,51c46b4da901fb3440591f268689abfb4440f00101f9017a6a690000000000c00207,Brvenica,20.9716773,41.9525009,21.0109502,41.981489
48,5183a62556461f334059999d45ef54384640f00103f90144b7539700000000c00208920308c48c656c6f70656b,\u010celopek,19.102167,44.420092,19.142167,44.460092
49,51073f7100fd1a35405964e8d84125ec4440f00101f901836a690000000000c00208,Gurgurnica,21.0575581,41.792101,21.1913824,41.8739389
50,51125b8b602d04354059938fdd054af44440f00101f9017e6a690000000000c00208,Miletino,20.9724793,41.87091,21.0680437,41.9342741
51,5186bbbbeaf2713540593846b24728044540f00101f90177496a0000000000c00205,Skopje,21.4083644,42.0163484,21.4670516,42.0487738
52,51bac95ea57174354059816bddbc27074540f00101f90174496a0000000000c00207,Radishani,21.4423513,42.0419308,21.4674474,42.0869619
53,513d64ca87a07035405905d0398952024540f00101f901c24c6a0000000000c00205,Skopje,21.4267556,41.9987465,21.4510955,42.0224489
54,517969d48dc178354059a32e089bf0cb4440f00101f90172e8670000000000c00208,Bogomila,21.4238763,41.5561272,21.5083015,41.6217907
55,5104328518f9b035405985c7235dd8d24440f00101f90168e8670000000000c00208,Chashka,21.6460933,41.626318,21.7074823,41.6619829
